Название	Цена	Размер скидки	Мера веса/объема/цена за указанную меру	Старая цена	Ссылка на картинку
Напиток безалкогольный Росинка апельсин негазированный, 1.5л	106.99	0.0	1 шт	106.99	https://photos.okolo.app/product/1163467-main/320x320.jpeg
Сок J7 яблочный 0.97л	129.99	0.0	1 шт	129.99	https://photos.okolo.app/product/1163349-main/320x320.jpeg
Сок J7 Апельсиновый с мякотью 970мл	129.99	0.0	1 шт	129.99	https://photos.okolo.app/product/1163345-main/320x320.jpeg
Red Bull (Ред Булл) 0.473л энергетический напиток	207.99	0.0	1 шт	207.99	https://photos.okolo.app/product/1163118-main/320x320.jpeg
Напиток Черноголовка Дюшес газированный 2л	94.99	13	1 шт	109.24	https://photos.okolo.app/product/1162591-main/320x320.jpeg
Напиток Черноголовка Байкал 2л	94.99	13	1 шт	109.24	https://photos.okolo.app/product/1162590-main/320x320.jpeg
Вода Святой источник Спорт питьевая негазированная, 750мл	49.99	0.0	1 шт	49.99	https://photos.okolo.app/product/1161996-main/320x320.jpeg
Напиток Черноголовка Тархун 2л	94.99	13	1 шт	109.24	https://photos.okolo.app/product/1161833-main/320x320.jpeg
Сок Сады Придонья яблочный прямого отжима 1л	79.99	0.0	1 шт	79.99	https://photos.okolo.app/product/1157804-main/320x320.jpeg
Вода Пилигрим минеральная питьевая столовая негазированная, 1.5л	28.19	0.0	1 шт	28.19	https://photos.okolo.app/product/1161101-main/320x320.jpeg
Red Bull (Ред Булл) 0.355л энергетический напиток	163.99	0.0	1 шт	163.99	https://photos.okolo.app/product/1160825-main/320x320.jpeg
Энергетический напиток Red Bull (Ред Булл)  без сахара 0.25л	129.99	0.0	1 шт	129.99	https://photos.okolo.app/product/1160608-main/320x320.jpeg
